.agents/artifacts/DECISION_LOG.md	Decision Log	구조 변경과 qualifying refactor의 이유, 대안, 영향, rollback 기준을 append-only로 남기는 ADR-lite 문서입니다.	2026-04-11 22:05	Live Artifact	Keep
.agents/artifacts/DEPLOYMENT_PLAN.md	Deployment Plan	DevOps가 실제 배포를 준비하고 결과를 기록하는 문서입니다.	2026-04-11 23:28	Live Artifact	Keep
.agents/artifacts/DOMAIN_CONTEXT.md	Domain Context	핵심 도메인 용어, invariant, lifecycle, exception rule, maintenance hotspot을 정리하는 stable reference입니다.	2026-04-11 22:05	Live Artifact	Keep
.agents/artifacts/enterprise_governed/APPROVAL_RULE_MATRIX.md	Approval Rule Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 14:52	Live Enterprise Pack Artifact	Keep
.agents/artifacts/enterprise_governed/AUDIT_EVENT_SPEC.md	Audit Event Spec	Optional `enterprise_governed` pack placeholder.	2026-04-07 14:52	Live Enterprise Pack Artifact	Keep
.agents/artifacts/enterprise_governed/BUDGET_CONTROL_RULES.md	Budget Control Rules	Optional `enterprise_governed` pack placeholder.	2026-04-07 14:52	Live Enterprise Pack Artifact	Keep
.agents/artifacts/enterprise_governed/MONTH_END_CLOSE_CHECKLIST.md	Month End Close Checklist	Optional `enterprise_governed` pack placeholder.	2026-04-07 14:52	Live Enterprise Pack Artifact	Keep
.agents/artifacts/enterprise_governed/ORG_ROLE_PERMISSION_MATRIX.md	Org Role Permission Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 14:52	Live Enterprise Pack Artifact	Keep
.agents/artifacts/HANDOFF_ARCHIVE.md	Handoff Archive	`TASK_LIST.md`에서 밀려난 오래된 handoff 원문을 보관하는 문서입니다.	2026-04-07 14:52	Live Artifact	Keep
.agents/artifacts/IMPLEMENTATION_PLAN.md	Implementation Plan	요구사항과 아키텍처를 실제 작업 순서로 변환한 실행 계획서입니다.	2026-04-11 23:39	Live Artifact	Keep
.agents/artifacts/PREVENTIVE_MEMORY.md	Preventive Memory	반복 실수 -> 예방 규칙 -> 검사 방법을 누적하는 얇은 canonical artifact입니다.	2026-04-09 00:46	Live Artifact	Keep
.agents/artifacts/PROJECT_HISTORY.md	Project History	프로젝트 전 기간의 주요 결정, 구현 마일스톤, 범위 변경을 append-only로 남기는 장기 이력 문서입니다.	2026-04-12 00:41	Live Artifact	Keep
.agents/artifacts/REQUIREMENTS.md	Requirements	Planner가 사용자와 함께 작성하는 최상위 제품 계약서입니다.	2026-04-11 23:39	Live Artifact	Keep
.agents/artifacts/REVIEW_REPORT.md	Review Report	Reviewer가 구조, 보안, 품질, 릴리즈 리스크를 판단하는 문서입니다.	2026-04-07 14:52	Live Artifact	Keep
.agents/artifacts/SYSTEM_CONTEXT.md	System Context	시스템 책임 경계, 통합 seam, shared contract, 유지보수 hotspot을 정리하는 stable reference입니다.	2026-04-11 22:05	Live Artifact	Keep
.agents/artifacts/TASK_LIST.md	Task List	프로젝트의 공식 진행 상태 문서입니다.	2026-04-12 00:41	Live Artifact	Keep
.agents/artifacts/UI_DESIGN.md	UI Design	UI/UX가 있는 프로젝트에서만 사용하는 설계 문서입니다.	2026-04-11 00:22	Live Artifact	Keep
.agents/artifacts/VALIDATION_TEST_CASES.md	Validation Test Cases	표준 템플릿이 현실적인 복합 프로젝트 압박에서도 맥락을 잃지 않고, 스파게티 구조로 무너지지 않으며, 일정한 품질로 planning -> design -> development -> test ...	2026-04-11 23:02	Live Artifact	Keep
.agents/artifacts/WALKTHROUGH.md	Walkthrough	Tester가 현재 iteration 또는 릴리즈 범위를 검증한 결과를 남기는 문서입니다.	2026-04-07 14:52	Live Artifact	Keep
.agents/rules/template_repo.md	Template Repo Rule	이 문서는 `repo_harness_template` 저장소에서 live 운영 문서와 downstream 배포용 template source를 어떻게 분리하는지 정의합니다.	2026-04-08 23:51	Live Rule	Keep
.agents/rules/workspace.md	AI Agent Guide (Shared Multi-AI Entry Guide)	---	2026-04-09 00:44	Live Rule	Keep
.agents/skills/code_review_checklist/SKILL.md	Code Review Checklist Skill	---	2026-04-11 22:06	Live Skill/Reference	Keep
.agents/skills/conflict_resolver/SKILL.md	Conflict Resolver Skill	---	2026-03-28 17:56	Live Skill/Reference	Keep
.agents/skills/day_start/SKILL.md	Day Start Skill	---	2026-04-08 23:54	Live Skill/Reference	Keep
.agents/skills/day_wrap_up/SKILL.md	Day Wrap Up Skill	---	2026-04-09 01:09	Live Skill/Reference	Keep
.agents/skills/dependency_audit/SKILL.md	Dependency Audit Skill	---	2026-03-29 12:02	Live Skill/Reference	Keep
.agents/skills/expo_production_publish/SKILL.md	Expo Production Publish Skill	---	2026-04-06 23:36	Live Skill/Reference	Keep
.agents/skills/expo_real_device_test/references/adb_quickstart.md	ADB Quick Reference	`expo_real_device_test`를 쓰는 중 사용자가 아래를 바로 물으면 이 문서를 먼저 본다.	2026-04-06 12:23	Live Skill/Reference	Keep
.agents/skills/expo_real_device_test/SKILL.md	Expo Real Device Test Skill	---	2026-04-06 15:58	Live Skill/Reference	Keep
.agents/skills/expo_test_publish/SKILL.md	Expo Test Publish Skill	---	2026-04-06 23:37	Live Skill/Reference	Keep
.agents/skills/feature-artifact-sync/references/artifact-map.md	Artifact Map	이 문서는 `feature-artifact-sync` 스킬이 어떤 변경을 어떤 문서에 반영해야 하는지 빠르게 판단하기 위한 참조표다.	2026-03-30 23:35	Live Skill/Reference	Keep
.agents/skills/feature-artifact-sync/SKILL.md	Feature Artifact Sync	---	2026-03-30 23:35	Live Skill/Reference	Keep
.agents/skills/frontend_design/SKILL.md	SKILL	---	2026-03-22 01:38	Live Skill/Reference	Keep
.agents/skills/general_publish/SKILL.md	General Publish Skill	---	2026-04-06 23:38	Live Skill/Reference	Keep
.agents/skills/github_deploy/SKILL.md	GitHub Deploy Skill	---	2026-04-06 23:35	Live Skill/Reference	Keep
.agents/skills/korean-artifact-utf8-guard/SKILL.md	Korean Artifact UTF-8 Guard	---	2026-04-05 21:55	Live Skill/Reference	Keep
.agents/skills/operating-common-rollout/references/path_matrix.md	Path Matrix	대상:	2026-04-06 12:44	Live Skill/Reference	Keep
.agents/skills/operating-common-rollout/SKILL.md	Operating Common Rollout	---	2026-04-06 12:44	Live Skill/Reference	Keep
.agents/skills/python-runtime-access/references/windows-python-locations.md	Windows Python Locations	이 문서는 `python-runtime-access` 스킬이 Windows 환경에서 Python 인터프리터를 찾고 실행할 때 참고하는 기준표다.	2026-03-28 22:36	Live Skill/Reference	Keep
.agents/skills/python-runtime-access/SKILL.md	Python Runtime Access	---	2026-03-28 22:36	Live Skill/Reference	Keep
.agents/skills/requirements_deep_interview/SKILL.md	Requirements Deep Interview	---	2026-04-09 00:44	Live Skill/Reference	Keep
.agents/skills/skill_creator/SKILL.md	Skill Creator	---	2026-03-22 01:35	Live Skill/Reference	Keep
.agents/skills/version_closeout/SKILL.md	Version Closeout Skill	---	2026-04-07 22:17	Live Skill/Reference	Keep
.agents/workflows/deploy.md	DevOps Agent Workflow	---	2026-04-07 12:23	Live Workflow	Keep
.agents/workflows/design.md	Designer Agent Workflow	---	2026-04-06 11:29	Live Workflow	Keep
.agents/workflows/dev.md	Developer Agent Workflow	---	2026-04-11 22:06	Live Workflow	Keep
.agents/workflows/docu.md	Documenter Agent Workflow	---	2026-04-06 11:29	Live Workflow	Keep
.agents/workflows/handoff.md	Handoff Workflow	---	2026-04-06 11:29	Live Workflow	Keep
.agents/workflows/plan.md	Planner Agent Workflow	---	2026-04-11 22:06	Live Workflow	Keep
.agents/workflows/review.md	Reviewer Agent Workflow	---	2026-04-11 22:06	Live Workflow	Keep
.agents/workflows/test.md	Tester Agent Workflow	---	2026-04-08 13:48	Live Workflow	Keep
.codex-tmp/pdfdeps/pypdfium2-5.6.0.dist-info/licenses/data/windows_x64/BUILD_LICENSES/libjpeg_turbo.md	libjpeg_turbo	libjpeg-turbo Licenses	2026-04-07 10:18	Generated Temp / Local Working File	Retained
.omx/README.md	OMX Sidecar	- 이 경로는 root self-hosting에서만 쓰는 optional sidecar다.	2026-04-11 23:37	Self-Hosting Sidecar Doc	Keep
.omx/RUNTIME_REFERENCE.md	Self-Hosting Runtime Reference	root self-hosting operator용 reference / HUD / runbook이다.	2026-04-11 23:37	Self-Hosting Sidecar Doc	Keep
AGENTS.md	AI Agent Guide (Self-Hosting Template Repo)	**[CRITICAL WARNING FOR ALL AI AGENTS]**	2026-04-07 12:21	Root Entry Guide	Keep
backup/remote_approval/.agents/skills/remote_approval_notify/references/setup.md	Remote Approval Setup	이 문서는 하네스 템플릿에서 `로컬 승인 대기`를 줄이고, 사용자가 자리를 비운 동안에도 짧은 승인 흐름이 이어지도록 설정하는 방법을 설명합니다.	2026-04-01 23:15	Backup Snapshot / External Copy	Retained
backup/remote_approval/.agents/skills/remote_approval_notify/SKILL.md	Remote Approval Notify	---	2026-04-01 23:15	Backup Snapshot / External Copy	Retained
backup/remote_approval/docs/HARNESS_ADMIN_APP_GUIDE.md	Harness Admin App Guide	이 문서는 `repo-level governance harness` 템플릿을 여러 repo에 이식해 쓰는 운영자가, repo 바깥의 사용자별 설정과 unattended approval 운영을 ...	2026-04-01 23:35	Backup Snapshot / External Copy	Retained
backup/remote_approval/README.md	Remote Approval Backup	이 폴더는 기본 템플릿에서 제외한 원격 승인 관련 자산 보관용입니다.	2026-04-03 23:36	Backup Snapshot / External Copy	Retained
backup/remote_approval/tools/harness_admin/.venv/Lib/site-packages/pip-26.0.1.dist-info/licenses/src/pip/_vendor/idna/LICENSE.md	LICENSE	BSD 3-Clause License	2026-04-01 22:34	Backup Snapshot / External Copy	Retained
backup/remote_approval/tools/harness_admin/.venv/Lib/site-packages/pip/_vendor/idna/LICENSE.md	LICENSE	BSD 3-Clause License	2026-04-01 22:34	Backup Snapshot / External Copy	Retained
backup/remote_approval/tools/harness_admin/README.md	Harness Admin App	`Harness Admin App`는 repo-local 템플릿 바깥의 운영 작업을 담당하는 Windows 전용 관리자 앱입니다.	2026-04-01 22:12	Backup Snapshot / External Copy	Retained
MARKDOWN_DOCUMENT_CATALOG.md	Markdown Document Catalog	self-hosting template repo 전체 markdown 문서 인벤토리와 reviewed-retained non-canonical 파일을 관리한다.	2026-04-12 00:44	Root Human Guide	Keep
README.md	Repo-Level Governance Harness Template	이 저장소는 원본 `repo-level governance harness`의 self-hosting 템플릿 저장소입니다.	2026-04-08 22:07	Root Human Guide	Keep
templates_starter/.agents/artifacts/ARCHITECTURE_GUIDE.md	Architecture Guide	이 문서는 구조 계약서입니다.	2026-04-11 19:05	Starter Artifact	Keep
templates_starter/.agents/artifacts/CURRENT_STATE.md	Current State	모든 Agent의 기본 진입 라우터입니다.	2026-04-05 22:53	Starter Artifact	Keep
templates_starter/.agents/artifacts/DECISION_LOG.md	Decision Log	구조 변경과 qualifying refactor의 이유, 대안, 영향, rollback 기준을 append-only로 남기는 ADR-lite 문서입니다.	2026-04-11 22:05	Starter Artifact	Keep
templates_starter/.agents/artifacts/DEPLOYMENT_PLAN.md	Deployment Plan	DevOps가 실제 배포를 준비하고 결과를 기록하는 문서입니다.	2026-04-08 23:45	Starter Artifact	Keep
templates_starter/.agents/artifacts/DOMAIN_CONTEXT.md	Domain Context	핵심 도메인 용어, invariant, lifecycle, exception rule, maintenance hotspot을 정리하는 stable reference입니다.	2026-04-11 22:05	Starter Artifact	Keep
templates_starter/.agents/artifacts/enterprise_governed/APPROVAL_RULE_MATRIX.md	Approval Rule Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Enterprise Artifact	Keep
templates_starter/.agents/artifacts/enterprise_governed/AUDIT_EVENT_SPEC.md	Audit Event Spec	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Enterprise Artifact	Keep
templates_starter/.agents/artifacts/enterprise_governed/BUDGET_CONTROL_RULES.md	Budget Control Rules	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Enterprise Artifact	Keep
templates_starter/.agents/artifacts/enterprise_governed/MONTH_END_CLOSE_CHECKLIST.md	Month End Close Checklist	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Enterprise Artifact	Keep
templates_starter/.agents/artifacts/enterprise_governed/ORG_ROLE_PERMISSION_MATRIX.md	Org Role Permission Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Enterprise Artifact	Keep
templates_starter/.agents/artifacts/HANDOFF_ARCHIVE.md	Handoff Archive	`TASK_LIST.md`에서 밀려난 오래된 handoff 원문을 보관하는 문서입니다.	2026-03-28 17:52	Starter Artifact	Keep
templates_starter/.agents/artifacts/IMPLEMENTATION_PLAN.md	Implementation Plan	요구사항과 아키텍처를 실제 작업 순서로 변환한 실행 계획서입니다.	2026-04-11 19:06	Starter Artifact	Keep
templates_starter/.agents/artifacts/PREVENTIVE_MEMORY.md	Preventive Memory	반복 실수 -> 예방 규칙 -> 검사 방법을 누적하는 얇은 canonical artifact입니다.	2026-04-08 23:54	Starter Artifact	Keep
templates_starter/.agents/artifacts/PROJECT_HISTORY.md	Project History	프로젝트 전 기간의 주요 결정, 구현 마일스톤, 범위 변경을 append-only로 남기는 장기 이력 문서입니다.	2026-04-08 23:45	Starter Artifact	Keep
templates_starter/.agents/artifacts/REQUIREMENTS.md	Requirements	Planner가 사용자와 함께 작성하는 최상위 제품 계약서입니다.	2026-04-11 19:04	Starter Artifact	Keep
templates_starter/.agents/artifacts/REVIEW_REPORT.md	Review Report	Reviewer가 구조, 보안, 품질, 릴리즈 리스크를 판단하는 문서입니다.	2026-04-08 23:45	Starter Artifact	Keep
templates_starter/.agents/artifacts/SYSTEM_CONTEXT.md	System Context	시스템 책임 경계, 통합 seam, shared contract, 유지보수 hotspot을 정리하는 stable reference입니다.	2026-04-11 22:05	Starter Artifact	Keep
templates_starter/.agents/artifacts/TASK_LIST.md	Task List	프로젝트의 공식 진행 상태 문서입니다.	2026-04-05 22:53	Starter Artifact	Keep
templates_starter/.agents/artifacts/UI_DESIGN.md	UI Design	UI/UX가 있는 프로젝트에서만 사용하는 설계 문서입니다.	2026-03-28 17:52	Starter Artifact	Keep
templates_starter/.agents/artifacts/WALKTHROUGH.md	Walkthrough	Tester가 현재 iteration 또는 릴리즈 범위를 검증한 결과를 남기는 문서입니다.	2026-04-08 23:45	Starter Artifact	Keep
templates_starter/.agents/rules/workspace.md	AI Agent Guide (Shared Multi-AI Entry Guide)	---	2026-04-09 00:44	Starter Rule	Keep
templates_starter/.agents/skills/code_review_checklist/SKILL.md	Code Review Checklist Skill	---	2026-04-11 22:18	Starter Skill/Reference	Keep
templates_starter/.agents/skills/conflict_resolver/SKILL.md	Conflict Resolver Skill	---	2026-03-28 17:56	Starter Skill/Reference	Keep
templates_starter/.agents/skills/day_start/SKILL.md	Day Start Skill	---	2026-04-08 23:54	Starter Skill/Reference	Keep
templates_starter/.agents/skills/day_wrap_up/SKILL.md	Day Wrap Up Skill	---	2026-04-09 01:09	Starter Skill/Reference	Keep
templates_starter/.agents/skills/dependency_audit/SKILL.md	Dependency Audit Skill	---	2026-03-29 12:02	Starter Skill/Reference	Keep
templates_starter/.agents/skills/expo_production_publish/SKILL.md	Expo Production Publish Skill	---	2026-04-06 23:36	Starter Skill/Reference	Keep
templates_starter/.agents/skills/expo_real_device_test/references/adb_quickstart.md	ADB Quick Reference	`expo_real_device_test`를 쓰는 중 사용자가 아래를 바로 물으면 이 문서를 먼저 본다.	2026-04-06 12:23	Starter Skill/Reference	Keep
templates_starter/.agents/skills/expo_real_device_test/SKILL.md	Expo Real Device Test Skill	---	2026-04-06 15:58	Starter Skill/Reference	Keep
templates_starter/.agents/skills/expo_test_publish/SKILL.md	Expo Test Publish Skill	---	2026-04-06 23:37	Starter Skill/Reference	Keep
templates_starter/.agents/skills/feature-artifact-sync/references/artifact-map.md	Artifact Map	이 문서는 `feature-artifact-sync` 스킬이 어떤 변경을 어떤 문서에 반영해야 하는지 빠르게 판단하기 위한 참조표다.	2026-03-30 23:35	Starter Skill/Reference	Keep
templates_starter/.agents/skills/feature-artifact-sync/SKILL.md	Feature Artifact Sync	---	2026-03-30 23:35	Starter Skill/Reference	Keep
templates_starter/.agents/skills/frontend_design/SKILL.md	SKILL	---	2026-03-22 01:38	Starter Skill/Reference	Keep
templates_starter/.agents/skills/general_publish/SKILL.md	General Publish Skill	---	2026-04-06 23:38	Starter Skill/Reference	Keep
templates_starter/.agents/skills/github_deploy/SKILL.md	GitHub Deploy Skill	---	2026-04-06 23:35	Starter Skill/Reference	Keep
templates_starter/.agents/skills/korean-artifact-utf8-guard/SKILL.md	Korean Artifact UTF-8 Guard	---	2026-04-05 21:55	Starter Skill/Reference	Keep
templates_starter/.agents/skills/python-runtime-access/references/windows-python-locations.md	Windows Python Locations	이 문서는 `python-runtime-access` 스킬이 Windows 환경에서 Python 인터프리터를 찾고 실행할 때 참고하는 기준표다.	2026-03-28 22:36	Starter Skill/Reference	Keep
templates_starter/.agents/skills/python-runtime-access/SKILL.md	Python Runtime Access	---	2026-03-28 22:36	Starter Skill/Reference	Keep
templates_starter/.agents/skills/requirements_deep_interview/SKILL.md	Requirements Deep Interview	---	2026-04-09 00:44	Starter Skill/Reference	Keep
templates_starter/.agents/skills/skill_creator/SKILL.md	Skill Creator	---	2026-03-22 01:35	Starter Skill/Reference	Keep
templates_starter/.agents/skills/version_closeout/SKILL.md	Version Closeout Skill	---	2026-04-07 22:17	Starter Skill/Reference	Keep
templates_starter/.agents/workflows/deploy.md	DevOps Agent Workflow	---	2026-04-08 13:49	Starter Workflow	Keep
templates_starter/.agents/workflows/design.md	Designer Agent Workflow	---	2026-04-04 22:40	Starter Workflow	Keep
templates_starter/.agents/workflows/dev.md	Developer Agent Workflow	---	2026-04-11 22:18	Starter Workflow	Keep
templates_starter/.agents/workflows/docu.md	Documenter Agent Workflow	---	2026-04-05 22:12	Starter Workflow	Keep
templates_starter/.agents/workflows/handoff.md	Handoff Workflow	---	2026-04-05 22:55	Starter Workflow	Keep
templates_starter/.agents/workflows/plan.md	Planner Agent Workflow	---	2026-04-11 22:18	Starter Workflow	Keep
templates_starter/.agents/workflows/review.md	Reviewer Agent Workflow	---	2026-04-11 22:18	Starter Workflow	Keep
templates_starter/.agents/workflows/test.md	Tester Agent Workflow	---	2026-04-08 13:49	Starter Workflow	Keep
templates_starter/AGENTS.md	AI Agent Guide (Shared Multi-AI Entry Guide)	**[CRITICAL WARNING FOR ALL AI AGENTS]**	2026-04-07 12:25	Starter Root Guide	Keep
templates_starter/PROJECT_WORKFLOW_MANUAL.md	Universal Agents Template Project Workflow Manual	이 매뉴얼의 상대 경로는 현재 프로젝트 root를 작업 루트로 열었을 때를 기준으로 작성되어 있습니다.	2026-04-08 22:07	Starter Root Guide	Keep
templates_starter/templates/version_reset/artifacts/CURRENT_STATE.md	Current State	모든 Agent의 기본 진입 라우터입니다.	2026-04-05 22:53	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/DEPLOYMENT_PLAN.md	Deployment Plan	DevOps가 실제 배포를 준비하고 결과를 기록하는 문서입니다.	2026-04-08 23:45	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/enterprise_governed/APPROVAL_RULE_MATRIX.md	Approval Rule Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Reset Enterprise Artifact	Keep
templates_starter/templates/version_reset/artifacts/enterprise_governed/AUDIT_EVENT_SPEC.md	Audit Event Spec	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Reset Enterprise Artifact	Keep
templates_starter/templates/version_reset/artifacts/enterprise_governed/BUDGET_CONTROL_RULES.md	Budget Control Rules	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Reset Enterprise Artifact	Keep
templates_starter/templates/version_reset/artifacts/enterprise_governed/MONTH_END_CLOSE_CHECKLIST.md	Month End Close Checklist	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Reset Enterprise Artifact	Keep
templates_starter/templates/version_reset/artifacts/enterprise_governed/ORG_ROLE_PERMISSION_MATRIX.md	Org Role Permission Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Starter Reset Enterprise Artifact	Keep
templates_starter/templates/version_reset/artifacts/HANDOFF_ARCHIVE.md	Handoff Archive	`TASK_LIST.md`에서 밀려난 오래된 handoff 원문을 보관하는 문서입니다.	2026-03-28 17:52	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/IMPLEMENTATION_PLAN.md	Implementation Plan	요구사항과 아키텍처를 실제 작업 순서로 변환한 실행 계획서입니다.	2026-04-11 19:06	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/PREVENTIVE_MEMORY.md	Preventive Memory	반복 실수 -> 예방 규칙 -> 검사 방법을 누적하는 얇은 canonical artifact입니다.	2026-04-08 23:54	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/PROJECT_HISTORY.md	Project History	프로젝트 전 기간의 주요 결정, 구현 마일스톤, 범위 변경을 append-only로 남기는 장기 이력 문서입니다.	2026-04-08 23:45	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/REVIEW_REPORT.md	Review Report	Reviewer가 구조, 보안, 품질, 릴리즈 리스크를 판단하는 문서입니다.	2026-04-08 23:45	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/TASK_LIST.md	Task List	프로젝트의 공식 진행 상태 문서입니다.	2026-04-05 22:53	Starter Reset Mirror Artifact	Keep
templates_starter/templates/version_reset/artifacts/WALKTHROUGH.md	Walkthrough	Tester가 현재 iteration 또는 릴리즈 범위를 검증한 결과를 남기는 문서입니다.	2026-04-08 23:45	Starter Reset Mirror Artifact	Keep
templates/version_reset/artifacts/CURRENT_STATE.md	Current State	모든 Agent의 기본 진입 라우터입니다.	2026-04-05 22:53	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/DEPLOYMENT_PLAN.md	Deployment Plan	DevOps가 실제 배포를 준비하고 결과를 기록하는 문서입니다.	2026-04-08 23:45	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/enterprise_governed/APPROVAL_RULE_MATRIX.md	Approval Rule Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Reset Enterprise Artifact	Keep
templates/version_reset/artifacts/enterprise_governed/AUDIT_EVENT_SPEC.md	Audit Event Spec	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Reset Enterprise Artifact	Keep
templates/version_reset/artifacts/enterprise_governed/BUDGET_CONTROL_RULES.md	Budget Control Rules	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Reset Enterprise Artifact	Keep
templates/version_reset/artifacts/enterprise_governed/MONTH_END_CLOSE_CHECKLIST.md	Month End Close Checklist	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Reset Enterprise Artifact	Keep
templates/version_reset/artifacts/enterprise_governed/ORG_ROLE_PERMISSION_MATRIX.md	Org Role Permission Matrix	Optional `enterprise_governed` pack placeholder.	2026-04-07 12:26	Reset Enterprise Artifact	Keep
templates/version_reset/artifacts/HANDOFF_ARCHIVE.md	Handoff Archive	`TASK_LIST.md`에서 밀려난 오래된 handoff 원문을 보관하는 문서입니다.	2026-03-28 17:52	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/IMPLEMENTATION_PLAN.md	Implementation Plan	요구사항과 아키텍처를 실제 작업 순서로 변환한 실행 계획서입니다.	2026-04-11 19:06	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/PREVENTIVE_MEMORY.md	Preventive Memory	반복 실수 -> 예방 규칙 -> 검사 방법을 누적하는 얇은 canonical artifact입니다.	2026-04-08 23:53	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/PROJECT_HISTORY.md	Project History	프로젝트 전 기간의 주요 결정, 구현 마일스톤, 범위 변경을 append-only로 남기는 장기 이력 문서입니다.	2026-04-08 23:42	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/REVIEW_REPORT.md	Review Report	Reviewer가 구조, 보안, 품질, 릴리즈 리스크를 판단하는 문서입니다.	2026-04-08 23:45	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/TASK_LIST.md	Task List	프로젝트의 공식 진행 상태 문서입니다.	2026-04-05 22:53	Reset Canonical Artifact	Keep
templates/version_reset/artifacts/WALKTHROUGH.md	Walkthrough	Tester가 현재 iteration 또는 릴리즈 범위를 검증한 결과를 남기는 문서입니다.	2026-04-08 23:45	Reset Canonical Artifact	Keep
work_summary_apr5_6.md	repo_harness_template 작업 정리 (4/5 ~ 4/6)	현재 시각: 2026-04-07 00:05 KST 기준 정리	2026-04-07 00:08	One-Off Work Summary	Retained
